data,category,name
39008741,Comedy,The Sisterhood of the Traveling Pants 
38966057,Comedy,Primary Colors 
38916903,Adventure,Earth to Echo 
38747385,Comedy,Little Shop of Horrors 
38624000,Comedy,Happy Gilmore 
38590500,Action,On Deadly Ground 
38553833,Adventure,The Ghost and the Darkness 
38543473,Comedy,Sex Tape 
38542418,Action,Surrogates 
38536376,Action,Spy Kids: All the Time in the World in 4D
38509342,Comedy,Rock of Ages 
38432823,Crime,Gridiron Gang 
38413606,Action,Midnight Run 
38400000,Action,The Terminator 
38372662,Drama,Pride & Prejudice 
38360195,Adventure,Last Holiday 
38345403,Adventure,Stardust 
38317535,Drama,Brooklyn 
38297305,Action,47 Ronin
38232624,Comedy,Meet the Spartans 
38230435,Action,Undercover Brother 
38201895,Drama,Cruel Intentions 
38176892,Horror,Scream 4
38176108,Comedy,10 Things I Hate About You
38168022,Comedy,The Original Kings of Comedy 
38122105,Action,The Running Man 
38120554,Adventure,Treasure Planet 
38119483,Adventure,Spaceballs 
38105077,Action,Ninja Assassin 
38087756,Comedy,Ri¢hie Ri¢h 
38087366,Adventure,Harold & Kumar Escape from Guantanamo Bay 
38048637,Horror,Urban Legend 
38037513,Adventure,Bill & Ted's Bogus Journey 
37939782,Comedy,40 Days and 40 Nights
37911876,Action,"Big Mommas: Like Father, Like Son "
37901509,Adventure,Seven Years in Tibet 
37899638,Action,The Brothers Grimm 
37882551,Comedy,Not Another Teen Movie 
37879996,Comedy,Bedazzled 
37877959,Adventure,Wild 
37788228,Comedy,Head of State 
37766350,Drama,The Secret Life of Bees 
37760080,Action,Sky Captain and the World of Tomorrow 
37754208,Action,Mars Attacks! 
37752931,Drama,Autumn in New York 
37738400,Drama,August: Osage County 
37721949,Drama,For Colored Girls 
37707719,Biography,Philomena 
37672350,Comedy,How Stella Got Her Groove Back 
37652565,Fantasy,Red Riding Hood 
37623143,Drama,Pan's Labyrinth 
37617947,Drama,The Nativity Story 
37600435,Action,First Knight 
37567440,Adventure,Conan the Barbarian 
37567440,Adventure,Conan the Barbarian 
37566230,Comedy,Good Boy! 
37553932,Action,In Time 
37516013,Action,Abraham Lincoln: Vampire Hunter 
37486138,Comedy,Raising Helen 
37481242,Comedy,The Back-up Plan 
37479778,Biography,Invictus 
37470017,Horror,Jeepers Creepers 
37442180,Comedy,Man of the Year 
37432299,Drama,The Longest Ride 
37371385,Adventure,Paul 
37339525,Crime,Out of Sight 
37304950,Biography,J. Edgar 
37300107,Drama,The Roommate 
37295394,Comedy,Jumping the Broom 
37188667,Comedy,Crossroads 
37188667,Comedy,Crossroads 
37101011,Comedy,The Guilt Trip 
37053924,Action,30 Minutes or Less
37036404,Comedy,Keeping the Faith 
37035845,Comedy,The Change-Up 
37035515,Comedy,28 Days
37023395,Drama,Fight Club 
36985501,Action,Clockstoppers 
36976367,Drama,Sphere 
36965395,Crime,State of Play 
36931089,Comedy,That's My Boy 
36883539,Action,16 Blocks
36874745,Action,Risen 
36833473,Action,Kiss of the Dragon 
36830057,Comedy,My Favorite Martian 
36733909,Adventure,Alive 
36696761,Animation,Recess: School's Out 
36665854,Action,Colombiana 
36658108,Comedy,Vampires Suck 
36581633,Biography,Freedom Writers 
36500000,Biography,Escape from Alcatraz 
36447959,Biography,Million Dollar Arm 
36385763,Drama,The Thin Red Line 
36381716,Action,Sucker Punch 
36310118,Comedy,Beauty Shop 
36283504,Mystery,8MM
36279230,Action,The Sentinel 
36200000,Action,Mad Max Beyond Thunderdome 
36200000,Horror,Friday the 13th Part III
36073232,Adventure,Walking with Dinosaurs 3D
36064910,Action,Death Race 
36049108,Action,Set It Off 
36037909,Comedy,Hanging Up 
36020063,Drama,Derailed 
36000000,Drama,The Robe 
36000000,Drama,The Greatest Show on Earth 
35990505,Comedy,What a Girl Wants 
35927406,Action,Mortal Kombat: Annihilation 
35918429,Crime,In the Bedroom 
35887263,Biography,The Theory of Everything 
35811509,Biography,Shine 
35799026,Action,The Island 
35799026,Action,The Island 
35794166,Horror,The Boy 
35754555,Drama,Trouble with the Curve 
35707327,Crime,Changeling 
35635046,Action,Smokin' Aces 
35617599,Drama,The Indian in the Cupboard 
35596227,Crime,The American 
35565975,Comedy,Larry Crowne 
35537564,Comedy,Dirty Grandpa 
35422828,Biography,Selena 
35400000,Action,Live and Let Die 
35385560,Mystery,The Boy Next Door 
35324232,Action,Money Train 
35287788,Animation,Frankenweenie 
35286428,Drama,Children of Men 
35266619,Drama,Carrie 
35266619,Drama,Carrie 
35231365,Comedy,The Flintstones in Viva Rock Vegas 
35228696,Drama,The Mothman Prophecies 
35183792,Biography,The Doors 
35168677,Drama,K-19: The Widowmaker
35168395,Drama,For Love of the Game 
35143332,Horror,Jeepers Creepers II 
35096190,Comedy,Intolerable Cruelty 
35092918,Comedy,Deck the Halls 
35063732,Mystery,The Number 23
35057332,Drama,Step Up Revolution 
35054909,Crime,Drive 
35033759,Adventure,A Very Harold & Kumar 3D Christmas
35024475,Action,Green Zone 
35010192,Comedy,Good Deeds 
35007180,Action,The Skulls 
35000629,Comedy,Good Luck Chuck 
34964818,Adventure,Pan 
34964818,Adventure,Pan 
34964818,Adventure,Pan 
34963967,Comedy,50/50
34912982,Action,The 5th Wave
34872293,Comedy,Freddy's Dead: The Final Nightmare 
34793160,Adventure,White Fang 
34746109,Comedy,A Thin Line Between Love and Hate 
34703228,Drama,Take the Lead 
34700000,Drama,Dangerous Liaisons 
34700000,Drama,Dangerous Liaisons 
34667015,Action,Licence to Kill 
34636443,Action,Hostage 
34604054,Action,Cradle 2 the Grave
34580635,Biography,Man on the Moon 
34566746,Drama,Thirteen Days 
34543701,Action,The 6th Day
34531832,Biography,Concussion 
34522221,Drama,Courageous 
34507079,Action,Hot Pursuit 
34468224,Biography,Monster 
34350553,Action,The Watch 
34350553,Action,The Watch 
34334256,Horror,Texas Chainsaw 3D
34308901,Comedy,Malibu's Most Wanted 
34300771,Drama,Babel 
34293771,Action,Alexander 
34290142,Comedy,This Is Where I Leave You 
34238611,Action,The Hunted 
34180954,Drama,The Reader 
34126138,Drama,Eternal Sunshine of the Spotless Mind 
34099640,Drama,My Dog Skip 
34098563,Drama,Instinct 
34074895,Comedy,The Best Man 
34017854,Comedy,The DUFF 
34014398,Action,Snakes on a Plane 
34014398,Action,Snakes on a Plane 
33987757,Drama,Closer 
33927476,Horror,The Relic 
33864342,Comedy,Mickey Blue Eyes 
33860010,Comedy,All About Steve 
33828318,Comedy,Stuck on You 
33771174,Comedy,Where the Heart Is 
33687630,Comedy,She's the Man 
33685268,Drama,Dreamcatcher 
33682273,Action,The Punisher 
33643461,Comedy,Marmaduke 
33631221,Crime,The Gambler 
33631221,Crime,The Gambler 
33592415,Action,R.I.P.D. 
33583175,Horror,Devil 
33574332,Drama,Flags of Our Fathers 
33565375,Drama,The Constant Gardener 
33508922,Drama,Pay It Forward 
33472850,Comedy,Semi-Pro 
33451479,Drama,Fireproof 
33423521,Action,Street Fighter 
33422806,Adventure,Black Knight 
33422556,Drama,Doubt 
33404871,Drama,Blue Jasmine 
33386128,Horror,Halloween II 
33386128,Horror,Halloween II 
33357476,Action,See Spot Run 
33349949,Documentary,2016: Obama's America
33328051,Action,The Long Kiss Goodnight 
33313582,Comedy,The Informant! 
33305037,Biography,Woman in Gold 
33244684,Fantasy,Child's Play 
33201661,Comedy,Amélie 
33200000,Action,Silverado 
33105600,Action,I Spy 
33071558,Comedy,The Second Best Exotic Marigold Hotel 
33048353,Crime,Zodiac 
33037754,Drama,The Rite 
33000377,Action,Dracula 2000
33000000,Action,The Last Dragon 
32983713,Comedy,Friday After Next 
32940507,Action,Mercury Rising 
32940507,Action,Mercury Rising 
32885565,Action,Daylight 
32853640,Comedy,Drillbit Taylor 
32800000,Comedy,Striptease 
32774834,Action,Team America: World Police 
32741596,Drama,Hereafter 
32721635,Crime,The Last House on the Left 
32721635,Crime,The Last House on the Left 
32701088,Drama,Dreamer: Inspired by a True Story 
32694788,Action,The 13th Warrior
32662299,Comedy,Return to Me 
32645546,Comedy,Because of Winn-Dixie 
32616869,Action,Driven 
32600000,Horror,Friday the 13th: The Final Chapter
32598931,Action,Proof of Life 
32553210,Comedy,Mr. Bean's Holiday 
32541719,Comedy,Bend It Like Beckham 
32522352,Adventure,Almost Famous 
32519322,Biography,The Pianist 
32453345,Fantasy,Paranormal Activity: The Marked Ones 
32416109,Comedy,The Men Who Stare at Goats 
32391374,Comedy,500 Days of Summer
32368960,Comedy,Bride of Chucky 
32357532,Comedy,Love & Other Drugs 
32333860,Action,Rumble in the Bronx 
32279955,Crime,Nightcrawler 
32230907,Comedy,Kevin Hart: Let Me Explain 
32222567,Comedy,The Lost Boys 
32178777,Comedy,The Love Guru 
32154410,Crime,Side Effects 
32154410,Crime,Side Effects 
32131830,Action,Final Fantasy: The Spirits Within 
32131483,Horror,Darkness Falls 
32122249,Comedy,Analyze That 
32101000,Horror,The Lawnmower Man 
32095318,Comedy,What's the Worst That Could Happen? 
32055248,Action,The Shadow 
32051917,Crime,Copycat 
32048809,Horror,House of Wax 
32048809,Horror,House of Wax 
32014289,Comedy,Scary Movie 5
32003620,Action,Cellular 
32000000,Drama,The Age of Innocence 
32000000,Horror,Psycho 
31990064,Drama,Paper Towns 
31973840,Comedy,"Definitely, Maybe "
31968347,Drama,Leaving Las Vegas 
31899000,Mystery,Dressed to Kill 
31874869,Crime,Murder by Numbers 
31874869,Crime,Murder by Numbers 
31838002,Biography,Milk 
31836745,Adventure,Extremely Loud & Incredibly Close 
31768374,Action,Lake Placid 
31743332,Action,9
31704416,Action,Stealth 
31691811,Horror,Quarantine 
31670931,Biography,The Soloist 
31655091,Drama,August Rush 
31607598,Drama,House at the End of the Street 
31600000,Adventure,Rob Roy 
31598308,Horror,From Hell 
31598308,Horror,From Hell 
31597131,Drama,One Hour Photo 
31585300,Comedy,The Wedding Date 
31584722,Comedy,She's Out of My League 
31569268,Action,Chappie 
31537320,Horror,Unfriended 
31526393,Action,Anacondas: The Hunt for the Blood Orchid 
31501218,Biography,"Good Night, and Good Luck. "
31494270,Action,Scott Pilgrim vs. the World 
31493782,Crime,A History of Violence 
31487293,Comedy,Nick and Norah's Infinite Playlist 
31471430,Drama,United 93
31452765,Comedy,Zack and Miri Make a Porno 
31397498,Horror,The Eye 
31252964,Drama,Monster's Ball 
31199215,Comedy,Leatherheads 
31179516,Comedy,Johnson Family Vacation 
31165421,Fantasy,The Mortal Instruments: City of Bones 
31155435,Comedy,How High 
31146570,Drama,The Debt 
31141074,Action,Gods of Egypt 
31136950,Drama,Charlie St. Cloud 
31111260,Action,The Core 
31054924,Drama,Random Hearts 
31051126,Adventure,The Pirates! Band of Misfits 
30993544,Comedy,Morning Glory 
30981850,Biography,Get Rich or Die Tryin' 
30920167,Comedy,Joyful Noise 
30859000,Horror,The Texas Chain Saw Massacre 
30859000,Horror,The Texas Chain Saw Massacre 
30857814,Adventure,The Princess Bride 
30695227,Drama,The Legend of Bagger Vance 
30691439,Horror,Mirrors 
30688364,Action,3 Days to Kill
30669413,Action,Predator 2
30659817,Comedy,Delivery Man 
30651422,Adventure,Dogma 
30628981,Comedy,Superstar 
30538669,Comedy,The Sitter 
30523568,Horror,Deliver Us from Evil 
30513940,Biography,Get on Up 
30500882,Adventure,Open Water 
30400000,Comedy,Sgt. Bilko 
30400000,Drama,Yentl 
30324946,Comedy,A Night at the Roxbury 
30307804,Drama,Queen of the Damned 
30306281,Comedy,The Banger Sisters 
30306268,Action,Assassins 
30259652,Comedy,Halloween: Resurrection 
30226144,Biography,The Great Debaters 
30222640,Drama,Honey 
30212620,Comedy,How Do You Know 
30199105,Action,The Art of War 
30157016,Action,Bad Company 
30127963,Drama,When the Game Stands Tall 
30105968,Adventure,Space Chimps 
30102717,Action,Double Impact 
30093107,Comedy,Snatch 
30093107,Comedy,Snatch 
30079316,Horror,Ghost Ship 
30063805,Drama,Dragonfly 
30059386,Comedy,Jay and Silent Bob Strike Back 
30050028,Action,Road House 
30028592,Crime,The Bank Job 
30013346,Action,Hollywood Homicide 
30012990,Biography,Elizabeth 
30000000,Fantasy,A Nightmare on Elm Street 2: Freddy's Revenge
29997095,Comedy,"Hail, Caesar! "
29975979,Action,Daybreakers 
29959436,Biography,The Iron Lady 
29802761,Comedy,Grudge Match 
29781453,Biography,Riding in Cars with Boys 
29753944,Crime,Wild Things 
29655590,Action,Mystery Men 
29580087,Comedy,Did You Hear About the Morgans? 
29500000,Fantasy,Twilight Zone: The Movie 
29392418,Action,A Low Down Dirty Shame 
29374178,Crime,Bless the Child 
29302097,Comedy,Confessions of a Teenage Drama Queen 
29247405,Comedy,Spice World 
29200000,Drama,The Rose 
29136626,Action,Priest 
29113588,Action,The Mechanic 
29106737,Comedy,The Object of My Affection 
29077547,Drama,Rent 
29062561,Crime,The Stepfather 
28995450,Comedy,Nanny McPhee Returns 
28972187,Comedy,The New Guy 
28965197,Biography,The Insider 
28927720,Crime,The Watcher 
28876924,Adventure,Nerve 
28873374,Documentary,One Direction: This Is Us 
28871190,Biography,"Girl, Interrupted "
28837115,Comedy,Zoolander 2
28831145,Drama,Draft Day 
28772222,Action,Point Break 
28772222,Action,Point Break 
28751715,Action,Kick-Ass 2
28747570,Biography,Capote 
28734552,Crime,Baby Boy 
28687835,Crime,Untraceable 
28644770,Comedy,The Five-Year Engagement 
28637507,Drama,28 Weeks Later
28563926,Drama,Swimfan 
28563179,Crime,We Own the Night 
28535768,Comedy,The Out-of-Towners 
28501651,Drama,Brothers 
28501651,Drama,Brothers 
28501605,Fantasy,Child's Play 2
28435406,Comedy,Employee of the Month 
28424210,Animation,Garfield 2
28399192,Action,The Crocodile Hunter: Collision Course 
28341469,Crime,The Shawshank Redemption 
28328132,Action,After the Sunset 
28165882,Comedy,The Prince and Me 
28133159,Adventure,The Ant Bully 
28064226,Action,Abduction 
28045540,Action,Zathura: A Space Adventure 
28031250,Action,Doom 
28014536,Action,Grosse Pointe Blank 
27979400,Action,Loaded Weapon 1
27972410,Action,Johnny English 
27900000,Comedy,Friday 
27900000,Crime,Menace II Society 
27854896,Drama,Beastly 
27829874,Action,Crank 
27796042,Drama,The Majestic 
27779888,Action,The Edge 
27758465,Comedy,The Switch 
27736779,Horror,Sinister 2
27689474,Horror,Oculus 
27669413,Horror,Saw VI 
27667947,Crime,Hannibal Rising 
27663982,Horror,The Island of Dr. Moreau 
27550735,Action,The Finest Hours 
27545445,Drama,Do the Right Thing 
27515786,Drama,Poetic Justice 
27457409,Comedy,The Brothers 
27441122,Drama,Love & Basketball 
27400000,Action,Dune 
27362712,Comedy,Brown Sugar 
27356090,Action,The Last Witch Hunter 
27338033,Comedy,Someone Like You... 
27296514,Biography,Dallas Buyers Club 
27285953,Action,No Escape 
27281507,Comedy,The Muppet Christmas Carol 
27277055,Comedy,High Fidelity 
27200000,Adventure,The Bridge on the River Kwai 
27154426,Crime,Brooklyn's Finest 
27141959,Comedy,Baby Geniuses 
27098580,Drama,Cloud Atlas 
27087695,Adventure,Joe Dirt 
27067160,Comedy,The Story of Us 
27053815,Action,The Musketeer 
27052167,Action,The Big Hit 
27000000,Sci-Fi,Blade Runner 
26906039,Action,Spy Hard 
26903709,Action,Rush 
26896744,Comedy,The Women 
26876529,Horror,One Missed Call 
26870825,Comedy,Stick It 
26838389,Comedy,Elizabethtown 
26830000,Drama,Glory 
26830000,Drama,Glory 
26814957,Biography,The Other Boleyn Girl 
26781723,Comedy,Garden State 
26761283,Drama,The Best of Me 
26687172,Adventure,Winnie the Pooh 
26616999,Action,The Host 
26616590,Horror,Event Horizon 
26589953,Action,Machete 
26583369,Horror,The Forest 
26539321,Comedy,Harriet the Spy 
26536120,Action,Basic 
26525834,Comedy,Bulworth 
26505000,Horror,A Nightmare on Elm Street 
26505000,Horror,A Nightmare on Elm Street 
26494611,Comedy,Blast from the Past 
26442251,Action,Run All Night 
26421314,Adventure,Book of Shadows: Blair Witch 2
26415649,Action,Street Kings 
26404753,Action,One for the Money 
26400000,Adventure,A Passage to India 
26400000,Action,Conan the Destroyer 
26384919,Drama,Boogie Nights 
26288320,Adventure,Sinbad: Legend of the Seven Seas 
26284475,Comedy,Love the Coopers 
26236603,Drama,The Wrestler 
26199517,Action,Blood Work 
26183197,Action,A Man Apart 
26161406,Adventure,Ramona and Beezus 
26096584,Comedy,Dumb and Dumberer: When Harry Met Lloyd 
26082914,Action,xXx: State of the Union 
26049082,Comedy,That Awkward Moment 
26005908,Adventure,The Descent 
26003149,Action,The World's End 
26000610,Adventure,The Adventures of Rocky & Bullwinkle 
25977365,Crime,A Walk Among the Tombstones 
25967000,Drama,Howards End 
25926543,Horror,Shutter 
25900000,Crime,The Cotton Club 
25871834,Action,Superhero Movie 
25863915,Action,Alex Cross 
25857987,Action,Æon Flux 
25842000,Biography,Shadowlands 
25809813,Comedy,That Thing You Do! 
25799043,Horror,The Lazarus Effect 
25776062,Biography,Frida 
25753840,Crime,From Dusk Till Dawn 
25677801,Comedy,You Again 
25675765,Comedy,21 & Over
25625110,Action,Desperado 
25615792,Action,Dance Flick 
25600000,Crime,The Outsiders 
25592632,Horror,The Mist 
25590119,Adventure,Crocodile Dundee in Los Angeles 
25584685,Comedy,Nancy Drew 
25571351,Adventure,Jonah: A VeggieTales Movie 
25556065,Drama,Her 
25530884,Mystery,Memento 
25528495,Drama,Captain Corelli's Mandolin 
25517500,Biography,W. 
25482931,Action,All About the Benjamins 
25472967,Drama,Dark Water 
25464480,Mystery,The Fourth Kind 
25450527,Action,The International 
25440971,Drama,Ex Machina 
25407250,Action,Escape from L.A. 
25359200,Drama,Boyhood 
25339117,Comedy,Can't Hardly Wait 
25335935,Action,Serenity 
25296447,Action,The Transporter 
25277561,Comedy,Top Five 
25266129,Comedy,Jersey Girl 
25244700,Action,Escape from New York 
25240988,Documentary,Katy Perry: Part of Me 
25200412,Adventure,Aliens in the Attic 
25178165,Drama,Sweet November 
25167270,Comedy,Nurse Betty 
25138292,Horror,The Witch 
25121291,Action,Escape Plan 
25117498,Horror,The Reaping 
25093607,Action,Killer Elite 
25078937,Crime,Midnight in the Garden of Good and Evil 
25077977,Adventure,Alpha and Omega 
25052000,Adventure,Wyatt Earp 
25047631,Comedy,The Wood 
25040293,Action,The Forbidden Kingdom 
25031037,Action,Grindhouse 
25003072,Comedy,Piranha 3D
25000000,Action,Logan's Run 
25000000,Comedy,Some Like It Hot 
24985612,Action,In the Heart of the Sea 
24984868,Action,The November Man 
24944213,Comedy,Kingpin 
24881000,Drama,The Craft 
24848292,Action,Never Back Down 
24809547,Comedy,Our Idiot Brother 
24800000,Action,From Russia with Love 
24792061,Comedy,Thank You for Smoking 
24788807,Comedy,Waking Ned Devine 
24741700,Drama,"Sex, Lies, and Videotape "
24708699,Comedy,Lottery Ticket 
24629916,Comedy,Air Bud 
24530513,Documentary,Sicko 
24520892,Action,Unleashed 
24475416,Drama,Sling Blade 
24475193,Comedy,Don Jon 
24430272,Comedy,The Sweetest Thing 
24407944,Action,Elektra 
24397469,Drama,Sparkle 
24381334,Comedy,Ice Princess 
24375436,Action,15 Minutes
24362501,Crime,Arlington Road 
24343673,Drama,Across the Universe 
24343673,Drama,Across the Universe 
24332324,Comedy,Renaissance Man 
24276500,Biography,Hoffa 
24268828,Action,The Spy Next Door 
24185781,Drama,Hearts in Atlantis 
24138847,Comedy,Clerks II 
24127895,Crime,Lord of War 
24104113,Drama,Tinker Tailor Soldier Spy 
24103594,Adventure,The Adventures of Huck Finn 
24048000,Action,Virtuosity 
24044532,Drama,Angel Eyes 
24042490,Fantasy,Don't Be Afraid of the Dark 
24006726,Adventure,The Life Aquatic with Steve Zissou 
24004159,Action,Around the World in 80 Days
24004159,Action,Around the World in 80 Days
23993605,Comedy,Observe and Report 
23978402,Comedy,Corky Romano 
23808111,Documentary,An Inconvenient Truth 
23650000,Drama,The Best Years of Our Lives 
23618786,Action,Hot Fuzz 
23527955,Action,The Losers 
23472900,Drama,Hotel Rwanda 
23393765,Drama,Endless Love 
23360779,Action,Reindeer Games 
23324666,Action,From Paris with Love 
23292105,Action,The Covenant 
23272306,Crime,The Usual Suspects 
23225911,Action,Faster 
23222861,Action,Agent Cody Banks 2: Destination London
23219748,Action,Pompeii 
23213577,Drama,Vicky Cristina Barcelona 
23209440,Drama,One True Thing 
23179303,Adventure,Monte Carlo 
23159305,Action,The Iron Giant 
23089926,Drama,Match Point 
23078294,Horror,Stay Alive 
23070045,Adventure,Sanctum 
23031390,Comedy,The Players Club 
23020488,Action,Bulletproof Monk 
23014504,Drama,Transcendence 
22954968,Drama,The Remains of the Day 
22927390,Drama,Love Happens 
22913677,Comedy,Ella Enchanted 
22905674,Crime,Rounders 
22877808,Drama,Revolutionary Road 
22858926,Comedy,Being John Malkovich 
22843047,Drama,Beloved 
22800000,Action,On Her Majesty's Secret Service 
22770864,Comedy,Joe Somebody 
22757819,Horror,The Gallows 
22751979,Action,Titan A.E. 
22734486,Comedy,Dickie Roberts: Former Child Star 
22717758,Adventure,The Magic Sword: Quest for Camelot 
22551000,Comedy,Much Ado About Nothing 
22531698,Action,Babylon A.D. 
22526144,Comedy,My Super Ex-Girlfriend 
22525921,Comedy,The Incredible Burt Wonderstone 
22518325,Crime,The Black Dahlia 
22494487,Crime,Lucky Number Slevin 
22494487,Crime,Lucky Number Slevin 
22466994,Action,War 
22452209,Comedy,Fame 
22450975,Drama,Magnolia 
22433915,Crime,City by the Sea 
22406362,Drama,The Alamo 
22406362,Drama,The Alamo 
22362500,Comedy,Edtv 
22359293,Adventure,The Borrowers 
22331028,Sci-Fi,Project Almanac 
22326247,Drama,At First Sight 
22294341,Adventure,My Fellow Americans 
22264487,Comedy,Deuce Bigalow: European Gigolo 
22245861,Comedy,Adaptation. 
22235901,Comedy,Two Can Play That Game 
22202612,Adventure,The Wizard of Oz 
22201636,Crime,Hustle & Flow 
22200000,Comedy,Don Juan DeMarco 
22189039,Action,Nowhere to Run 
22168359,Fantasy,A Nightmare on Elm Street 5: The Dream Child
22160085,Horror,Darkness 
22108977,Action,The Medallion 
21994911,Drama,Billy Elliot 
21973182,Mystery,Joy Ride 
21835784,Comedy,A Lot Like Love 
21800302,Comedy,Mr 3000
21784432,Comedy,The Big Wedding 
21589307,Drama,Mud 
21569041,Drama,Black or White 
21564616,Comedy,Baggage Claim 
21557240,Adventure,Your Highness 
21554585,Drama,He Got Game 
21520719,Comedy,Just Wright 
21501098,Comedy,The Way Way Back 
21500000,Adventure,The Right Stuff 
21483154,Drama,The Book Thief 
21471685,Action,Battlefield Earth 
21468807,Horror,Urban Legends: Final Cut 
21426805,Action,The Darkest Hour 
21413502,Action,The Adventures of Ford Fairlane 
21413105,Action,Quigley Down Under 
21383298,Crime,The Place Beyond the Pines 
21379315,Action,Mars Needs Moms 
21378000,Fantasy,The Fog 
21378000,Fantasy,The Fog 
21371425,Action,Skyline 
21370057,Crime,Raising Cain 
21300000,Horror,Friday the 13th: A New Beginning
21283440,Drama,Dream House 
21244913,Crime,Bowling for Columbine 
21200000,Comedy,To Die For 
21197315,Horror,"As Above, So Below "
21176322,Action,Torque 
21160089,Comedy,ATL 
21133087,Horror,Stir of Echoes 
21129348,Crime,The Next Three Days 
21088568,Action,Tales from the Crypt: Demon Knight 
21078145,Biography,Antwone Fisher 
21009180,Action,Flight of the Phoenix 
21005329,Comedy,Van Wilder: Party Liaison 
21000000,Action,The Man with the Golden Gun 
20999103,Adventure,Fantastic Mr. Fox 
20998709,Adventure,Flicka 
20991497,Comedy,Aloha 
20991497,Comedy,Aloha 
20981633,Drama,The X Files: I Want to Believe 
20966644,Drama,A Room with a View 
20950820,Adventure,Looney Tunes: Back in Action 
20916309,Comedy,Shorts 
20915465,Adventure,Super Mario Bros. 
20819129,Action,Paul Blart: Mall Cop 
20803237,Comedy,The Kids Are All Right 
20801344,Horror,The Hills Have Eyes II 
20773070,Drama,God's Not Dead 2
20772796,Drama,Whale Rider 
20763013,Adventure,Jaws: The Revenge 
20733485,Drama,The Apostle 
20668843,Comedy,Mad Money 
20627372,Comedy,Boys and Girls 
20566327,Action,Keanu 
20550712,Action,Chain Reaction 
20488579,Action,Gamer 
20433940,Horror,Land of the Dead 
20422207,Comedy,Little Black Book 
20400913,Action,The Glimmer Man 
20400000,Drama,Duel in the Sun 
20389967,Action,Free State of Jones 
20384136,Horror,Valentine 
20339754,Comedy,Reno 911!: Miami
20338609,Comedy,A Prairie Home Companion 
20315324,Action,The Three Musketeers 
20302961,Drama,Showgirls 
20300000,Drama,City Hall 
20285518,Action,Brick Mansions 
20275446,Action,Premium Rush 
20259297,Drama,Pulse 
20257000,Action,Action Jackson 
20246959,Comedy,Our Family Wedding 
20241395,Action,Vampires 
20218921,Drama,Country Strong 
20207003,Crime,Appaloosa 
20167424,Drama,The Secret in Their Eyes 
20113965,Biography,Big Miracle 
20101861,Comedy,Multiplicity 
20047715,Adventure,Flipper 
20035310,Comedy,Down to You 
19976073,Action,Assault on Precinct 13
19900000,Comedy,Vampire in Brooklyn 
19819494,Action,Hard Rain 
19783777,Action,Homefront 
19781879,Action,The Spirit 
19719930,Crime,The Pledge 
19693891,Comedy,Summer Catch 
19692608,Crime,Broken City 
19673424,Drama,Nine 
19661987,Drama,Reign Over Me 
19593740,Crime,The Life of David Gale 
19548064,Action,Astro Boy 
19480739,Action,Timeline 
19472057,Horror,Jason Lives: Friday the 13th Part VI
19447478,Adventure,Valiant 
19445217,Drama,Beautiful Creatures 
19421271,Animation,Doug's 1st Movie
19406406,Documentary,Oceans 
19389454,Comedy,Wonder Boys 
19377727,Comedy,The Producers 
19351569,Comedy,Saving Silverman 
19316646,Crime,Runner Runner 
19294901,Comedy,Cursed 
19283782,Crime,Summer of Sam 
19281235,Comedy,House Party 2
19184015,Biography,Martin Lawrence Live: Runteldat 
19179969,Comedy,Beerfest 
19170001,Horror,Friday the 13th Part VII: The New Blood
19158074,Drama,Tuck Everlasting 
19151864,Comedy,My Best Friend's Girl 
19118247,Action,Man of the House 
19100000,Horror,Friday the 13th Part 2
19097994,Biography,Race 
19076815,Drama,Hart's War 
19067631,Comedy,Waitress 
19059018,Action,"I, Frankenstein "
19057024,Drama,Remember Me 
18996755,Drama,The Impossible 
18990542,Action,Rollerball 
18967571,Action,The Replacement Killers 
18947630,Adventure,Two Brothers 
18934858,Action,Haywire 
18882880,Comedy,Georgia Rule 
18860403,Horror,Shark Night 3D
18843314,Action,The Marine 
18821279,Action,The Legend of Hercules 
18811135,Drama,Akeelah and the Bee 
18761993,Comedy,The Upside of Anger 
18663911,Biography,Becoming Jane 
18656400,Drama,Still Alice 
18653746,Mystery,The Ninth Gate 
18653615,Comedy,Anywhere But Here 
18642318,Documentary,Michael Jordan to the Max 
18636537,Action,The Quick and the Dead 
18621249,Comedy,Best in Show 
18600911,Action,Man on a Ledge 
18595716,Comedy,Aquamarine 
18593156,Drama,Frost/Nixon 
18573791,Action,The Fan 
18535191,Comedy,An Ideal Husband 
18500966,Action,Ultraviolet 
18488314,Comedy,Super Troopers 
18472363,Action,Into the Blue 
18439082,Comedy,The Invention of Lying 
18438149,Comedy,A Thousand Words 
18381787,Comedy,Quartet 
18352454,Adventure,Into the Wild 
18329466,Adventure,127 Hours
18324242,Drama,North Country 
18318000,Adventure,Babe: Pig in the City 
18317151,Comedy,Walk Hard: The Dewey Cox Story 
18306166,Adventure,The Four Feathers 
18298649,Comedy,Fright Night 
18272447,Drama,Sugar Hill 
18252684,Comedy,Simon Birch 
18225165,Adventure,Harold & Kumar Go to White Castle 
18208078,Action,The Last Castle 
18112929,Horror,Chernobyl Diaries 
18090181,Fantasy,New Nightmare 
18081626,Animation,Pooh's Heffalump Movie 
18004225,Comedy,Admission 
17986000,Horror,The Howling 
